@relation freqclass
@ATTRIBUTE id INTEGER
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE r {0,1}
@DATA
31100128, 0.00613, 0.00204, 0.00613, 0.00204, 0.00204, 0.00613, 0.00818, 0.00409, 0.00204, 0.00409, 0.00409, 0.01022, 0.01022, 0.00409, 0.00409, 0.00409, 0.00204, 0.00204, 0.00204, 0.00204, 0.00818, 0, 0.00409, 0.00204, 0.00204, 0, 0.00613, 0, 0, 0.00818, 0, 0.00204, 0, 0.00204, 0.00613, 0.00204, 0.00204, 0.00613, 0.00204, 0, 0, 0, 0, 0.00204, 0, 0.00204, 0.00409, 0.00204, 0.01022, 0, 0
31100129, 0.00363, 0.00544, 0.00907, 0.00363, 0, 0.00181, 0.01089, 0.00363, 0.00544, 0.00181, 0.00363, 0.00363, 0.00363, 0.00907, 0.00907, 0, 0.00363, 0, 0, 0.00544, 0.00907, 0.00363, 0.00544, 0.00181, 0, 0, 0, 0.00181, 0.00363, 0.00181, 0.00726, 0.00363, 0.00181, 0, 0.00181, 0.00544, 0.00363, 0, 0, 0, 0, 0, 0, 0.00181, 0.00363, 0.00181, 0.00181, 0, 0.00363, 0, 0
3110013, 0, 0, 0.01061, 0.00796, 0.00265, 0.00531, 0, 0.00796, 0.00265, 0.00531, 0.00796, 0.00531, 0.00265, 0.00531, 0.00265, 0, 0.00265, 0.00265, 0.00531, 0, 0, 0, 0, 0.00796, 0.00265, 0, 0, 0, 0, 0.00265, 0.00265, 0, 0.01592, 0, 0, 0, 0, 0.00265, 0, 0, 0, 0.00265, 0, 0, 0, 0.00265, 0, 0, 0.01061, 0, 0
31100130, 0, 0.00810, 0.01215, 0, 0.00405, 0, 0, 0.00810, 0.00810, 0, 0.00405, 0.01619, 0.00405, 0, 0.00405, 0, 0.02024, 0.00405, 0.00405, 0, 0.03644, 0.01619, 0, 0, 0, 0, 0, 0.00405, 0, 0, 0, 0.00405, 0, 0.01619, 0.00405, 0.00810, 0.00405, 0, 0.00810, 0, 0, 0, 0, 0, 0, 0, 0.00810, 0, 0, 0, 0
31100131, 0.00370, 0.00370, 0.01111, 0.01111, 0, 0.00370, 0.00370, 0.00741, 0.01852, 0.01852, 0.01111, 0.01481, 0, 0.00370, 0.02222, 0, 0.00741, 0, 0.01481, 0, 0.02963, 0.00370, 0, 0, 0.00370, 0, 0, 0, 0.00741, 0, 0.00370, 0, 0, 0.00370, 0, 0, 0, 0.00370, 0, 0, 0, 0, 0, 0, 0, 0, 0.00741, 0, 0, 0, 0
31100132, 0.00308, 0.00923, 0.01231, 0.01846, 0, 0.00308, 0.00923, 0, 0.00308, 0.00615, 0.00615, 0, 0.00615, 0, 0.02462, 0, 0.00923, 0.00615, 0.00308, 0.00308, 0.00615, 0.00615, 0, 0.00308, 0, 0, 0, 0.00308, 0, 0.00615, 0.01231, 0, 0, 0.00308, 0.00615, 0.00615, 0.00308, 0.00923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
31100133, 0.00646, 0.01131, 0.00485, 0.00969, 0.00162, 0.00485, 0.00485, 0.00646, 0, 0.00646, 0.00162, 0.00323, 0.00323, 0.00646, 0.01292, 0.00162, 0, 0, 0, 0.00646, 0.01454, 0.00323, 0.00162, 0.00485, 0.00323, 0, 0.00162, 0.00162, 0.00485, 0, 0.00162, 0.00485, 0.00162, 0.00162, 0.00162, 0.00162, 0.00485, 0.00162, 0.00162, 0, 0, 0.00323, 0, 0, 0, 0, 0, 0.00162, 0.00162, 0, 0
31100134, 0.00909, 0.00227, 0.00682, 0.01364, 0.01136, 0, 0.00227, 0.01591, 0, 0, 0, 0, 0.00227, 0.00455, 0.00455, 0.01591, 0.01136, 0.00227, 0, 0.00227, 0.00227, 0.00227, 0.00455, 0.00227, 0.00455, 0, 0, 0, 0, 0.00455, 0.00909, 0.00227, 0.00455, 0.00227, 0.00455, 0.00682, 0.00682, 0.00455, 0, 0.01364, 0, 0, 0, 0.00227, 0.00227, 0.00455, 0, 0.00227, 0.00682, 0, 0
31100135, 0.02244, 0, 0.00962, 0, 0.00641, 0, 0.00321, 0.01282, 0, 0.00321, 0, 0.00962, 0.00641, 0.01282, 0, 0.01282, 0, 0, 0, 0, 0, 0, 0, 0.00321, 0.00321, 0, 0, 0, 0, 0, 0.00321, 0.00321, 0.01282, 0.00962, 0, 0, 0, 0, 0.00321, 0.01603, 0, 0.00321, 0, 0, 0.00321, 0, 0.00321, 0, 0.00962, 0, 0
31100136, 0.02890, 0, 0.01156, 0.00578, 0.00578, 0, 0.00578, 0.00578, 0, 0.00578, 0.01156, 0.02890, 0.01156, 0.00578, 0, 0.00578, 0, 0.00578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00578, 0.00578, 0.01156, 0, 0, 0, 0, 0.00578, 0, 0.00578, 0, 0, 0, 0, 0.00578, 0, 0.01156, 0, 0
31100137, 0.03300, 0.00330, 0.00330, 0.00660, 0.00990, 0.00660, 0.00660, 0.00330, 0.00330, 0.00330, 0, 0, 0, 0.00660, 0.00330, 0.01980, 0.00330, 0, 0, 0.00330, 0.00660, 0, 0.00330, 0, 0.00330, 0, 0, 0, 0, 0.00660, 0.00330, 0.01320, 0.00660, 0, 0.00330, 0.00330, 0.00330, 0, 0.00330, 0.02310, 0, 0.00330, 0, 0, 0, 0, 0, 0, 0, 0, 0
31100138, 0.04255, 0.00851, 0, 0.01277, 0, 0, 0.00426, 0.00851, 0, 0, 0.00851, 0, 0, 0.00851, 0, 0.00851, 0, 0.00426, 0.00851, 0.00426, 0.00426, 0, 0, 0, 0.01702, 0, 0.00426, 0.00426, 0, 0.00426, 0.00426, 0.00851, 0, 0, 0.00851, 0.00851, 0.00851, 0.00426, 0.00426, 0.00851, 0, 0, 0, 0.00426, 0.00426, 0, 0, 0.00426, 0, 0, 0
31100139, 0.01639, 0.00820, 0.00410, 0, 0.00410, 0.00410, 0.00820, 0, 0.01230, 0, 0.01639, 0.00410, 0, 0.01639, 0.00820, 0.00410, 0.00410, 0, 0.00410, 0, 0, 0.00410, 0, 0.00410, 0, 0, 0, 0, 0, 0, 0.00410, 0.00820, 0, 0, 0, 0, 0, 0.02869, 0, 0.00820, 0, 0, 0, 0, 0, 0, 0.00410, 0, 0.00410, 0, 0
3110014, 0.00847, 0.01130, 0.00282, 0.00282, 0, 0.00565, 0.00565, 0, 0.00282, 0.00282, 0, 0.00565, 0.00282, 0, 0, 0.00565, 0, 0.00282, 0, 0, 0, 0, 0.00565, 0.00565, 0, 0, 0, 0, 0.00282, 0.00565, 0.00282, 0.00282, 0.00565, 0.00282, 0, 0.00282, 0.00847, 0.00282, 0.00282, 0, 0, 0.00282, 0, 0.00282, 0.00565, 0.00282, 0, 0, 0.00282, 0, 0
31100140, 0.01045, 0.00348, 0.02091, 0.00697, 0.00348, 0, 0.00348, 0, 0, 0.00348, 0.00348, 0, 0.01742, 0.00348, 0.01045, 0, 0.00697, 0.00348, 0.00348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01394, 0, 0.01045, 0, 0, 0.00348, 0, 0, 0, 0, 0, 0, 0, 0
31100141, 0.00937, 0.00625, 0, 0, 0, 0.00313, 0, 0, 0, 0.00625, 0, 0, 0.00313, 0.00625, 0, 0, 0, 0.00625, 0, 0, 0.00625, 0.00313, 0.00625, 0.00313, 0, 0, 0.00937, 0, 0, 0, 0.00313, 0, 0, 0.00937, 0.00937, 0.00313, 0, 0.00625, 0.00625, 0.00625, 0, 0.00313, 0, 0.01250, 0.00313, 0.00313, 0, 0, 0.01562, 0, 0
31100142, 0.00980, 0.00327, 0.00654, 0, 0.00327, 0.00327, 0.00654, 0.00327, 0.00654, 0, 0.00327, 0.00654, 0.00654, 0.00654, 0, 0.00327, 0, 0.00327, 0, 0, 0.00654, 0, 0.00327, 0, 0.00654, 0, 0, 0, 0.00327, 0.00327, 0, 0, 0, 0, 0, 0.00327, 0.00327, 0.00327, 0, 0.02288, 0, 0.00654, 0, 0, 0.00327, 0.00654, 0, 0, 0.00980, 0, 0
31100143, 0.02122, 0, 0.00796, 0.01061, 0.00531, 0.00265, 0.00265, 0.00531, 0.00265, 0.00531, 0, 0, 0.00265, 0.00265, 0, 0.00531, 0, 0.00265, 0, 0, 0.00796, 0, 0.00265, 0.00265, 0, 0, 0.00531, 0, 0.00531, 0.00265, 0.00265, 0.00531, 0.00265, 0.00796, 0, 0.00265, 0.00531, 0, 0.00265, 0.02653, 0, 0, 0, 0, 0.00265, 0, 0.00265, 0.00531, 0.01061, 0, 0
