@relation freqclass
@ATTRIBUTE id INTEGER
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE r {0,1}
@DATA
31100107, 0.00000, 0.00000, 0.00750, 0.00750, 0.00335, 0.00750, 0.00335, 0.00110, 0.00750, 0.00335, 0.00335, 0.00110, 0.00335, 0.00110, 0.00110, 0.00335, 0.00335, 0.00335, 0.00335, 0.00000, 0.00110, 0.00110, 0.00110, 0.00750, 0.00110, 0.00110, 0.00110, 0.00000, 0.00110, 0.00110, 0.00750, 0.00110, 0.00110, 0.00110, 0.00110, 0.00000, 0.00110, 0.00750, 0.00750, 0.00110, 0.00110, 0.00335, 0.00110, 0.00110, 0.00335, 0.00110, 0.00110, 0.00750, 0.00110, 0.00110, 0
31100108, 0.00000, 0.00360, 0.00124, 0.00124, 0.00327, 0.00124, 0.00000, 0.00327, 0.00124, 0.00124, 0.00360, 0.00124, 0.00327, 0.00327, 0.00124, 0.00360, 0.00327, 0.00124, 0.00327, 0.00360, 0.00124, 0.00124, 0.00124, 0.00124, 0.00000, 0.00124, 0.00124, 0.00327, 0.00124, 0.00360, 0.00327, 0.00124, 0.00360, 0.00327, 0.00327, 0.00124, 0.00124, 0.00327, 0.00124, 0.00124, 0.00124, 0.00124, 0.00124, 0.00327, 0.00360, 0.00000, 0.00124, 0.00124, 0.00124, 0.00124, 0
31100109, 0.00000, 0.00198, 0.00297, 0.00045, 0.00198, 0.00382, 0.00045, 0.00045, 0.00045, 0.00297, 0.00198, 0.00045, 0.00382, 0.00382, 0.00045, 0.00045, 0.00000, 0.00297, 0.00000, 0.00000, 0.00045, 0.00382, 0.00297, 0.00297, 0.00297, 0.00045, 0.00045, 0.00045, 0.00297, 0.00198, 0.00382, 0.00045, 0.00045, 0.00045, 0.00045, 0.00198, 0.00297, 0.00045, 0.00297, 0.00045, 0.00045, 0.00000, 0.00045, 0.00382, 0.00198, 0.00045, 0.00045, 0.00382, 0.00045, 0.00045, 0
3110011, 0.00352, 0.00090, 0.00090, 0.00090, 0.00090, 0.00090, 0.00169, 0.00352, 0.00090, 0.00169, 0.00090, 0.00090, 0.00352, 0.00090, 0.00090, 0.00704, 0.00169, 0.00704, 0.02254, 0.00704, 0.00090, 0.00090, 0.00090, 0.00352, 0.00090, 0.00090, 0.00090, 0.00169, 0.00090, 0.00704, 0.00090, 0.00704, 0.02254, 0.00704, 0.00169, 0.00000, 0.00090, 0.00090, 0.00169, 0.00090, 0.00090, 0.00169, 0.00090, 0.00169, 0.00704, 0.00090, 0.00169, 0.00169, 0.00704, 0.00090, 0
31100110, 0.00247, 0.00283, 0.00075, 0.00075, 0.00075, 0.00283, 0.00127, 0.00075, 0.00247, 0.00127, 0.01019, 0.00075, 0.00075, 0.00127, 0.00075, 0.00075, 0.00247, 0.00075, 0.00127, 0.00247, 0.00075, 0.00127, 0.00127, 0.00247, 0.00247, 0.00075, 0.00075, 0.00247, 0.00075, 0.00247, 0.01019, 0.00075, 0.00127, 0.00075, 0.00247, 0.00075, 0.00247, 0.00075, 0.00075, 0.00075, 0.00075, 0.00127, 0.00075, 0.00075, 0.00000, 0.00075, 0.00247, 0.00283, 0.00075, 0.00075, 0
31100111, 0.00357, 0.00085, 0.00357, 0.00085, 0.00085, 0.00357, 0.00085, 0.00085, 0.00085, 0.00357, 0.00085, 0.00085, 0.00085, 0.00193, 0.00085, 0.00085, 0.00193, 0.00085, 0.00000, 0.00193, 0.00085, 0.00085, 0.00085, 0.00193, 0.00000, 0.00085, 0.00357, 0.00085, 0.00085, 0.00085, 0.00085, 0.00085, 0.00357, 0.00085, 0.00357, 0.00085, 0.00085, 0.00085, 0.00085, 0.00085, 0.00085, 0.00357, 0.00085, 0.00085, 0.00193, 0.00085, 0.00357, 0.00085, 0.00085, 0.00085, 0
31100112, 0.00171, 0.00354, 0.00354, 0.00133, 0.00354, 0.00512, 0.00512, 0.00133, 0.00133, 0.00171, 0.00133, 0.00354, 0.00133, 0.00354, 0.00133, 0.00133, 0.00133, 0.00171, 0.00171, 0.00000, 0.00133, 0.00354, 0.00354, 0.00354, 0.00171, 0.00133, 0.00133, 0.00133, 0.00354, 0.00354, 0.00133, 0.00354, 0.00133, 0.00133, 0.00133, 0.00133, 0.00171, 0.00133, 0.00354, 0.00133, 0.00133, 0.00171, 0.00133, 0.00133, 0.00171, 0.00133, 0.00171, 0.00354, 0.00133, 0.00133, 0
31100113, 0.00061, 0.00061, 0.00369, 0.00231, 0.00061, 0.00061, 0.00231, 0.00061, 0.00369, 0.00369, 0.00614, 0.00061, 0.00614, 0.01966, 0.00231, 0.00231, 0.00369, 0.00369, 0.00369, 0.00061, 0.00231, 0.00061, 0.00369, 0.00369, 0.00231, 0.00231, 0.01474, 0.00061, 0.00369, 0.00231, 0.00231, 0.00369, 0.00369, 0.00061, 0.00231, 0.00231, 0.00231, 0.00369, 0.00231, 0.00231, 0.00231, 0.00369, 0.00231, 0.00369, 0.00369, 0.00369, 0.00061, 0.00061, 0.00000, 0.00231, 0
31100114, 0.00166, 0.00422, 0.00000, 0.00145, 0.00166, 0.00422, 0.00166, 0.00422, 0.00422, 0.00761, 0.00422, 0.00145, 0.00145, 0.00145, 0.00145, 0.00761, 0.00145, 0.00761, 0.00145, 0.00166, 0.00145, 0.00761, 0.00145, 0.00761, 0.00422, 0.00145, 0.00166, 0.00422, 0.00145, 0.00145, 0.00166, 0.00145, 0.00761, 0.00422, 0.00166, 0.00145, 0.00145, 0.00422, 0.00761, 0.00145, 0.00145, 0.00422, 0.00145, 0.00422, 0.00145, 0.00145, 0.00761, 0.00145, 0.00000, 0.00145, 0
31100115, 0.00291, 0.00000, 0.00118, 0.00000, 0.00118, 0.00000, 0.00291, 0.00376, 0.00291, 0.00118, 0.00118, 0.00118, 0.00118, 0.00291, 0.00376, 0.00689, 0.00291, 0.00689, 0.00376, 0.00000, 0.00118, 0.00376, 0.00376, 0.00118, 0.00118, 0.00118, 0.00376, 0.00118, 0.00376, 0.00118, 0.00118, 0.00118, 0.00118, 0.00118, 0.00118, 0.00291, 0.00376, 0.00376, 0.00118, 0.00118, 0.00118, 0.00118, 0.00118, 0.00118, 0.00291, 0.00376, 0.00376, 0.00689, 0.00291, 0.00118, 0
31100116, 0.00182, 0.00530, 0.00094, 0.00094, 0.00094, 0.02542, 0.00847, 0.00182, 0.00094, 0.00318, 0.00094, 0.00094, 0.00318, 0.00094, 0.00182, 0.00094, 0.00000, 0.00182, 0.00000, 0.00182, 0.00182, 0.00094, 0.00182, 0.00182, 0.00182, 0.00182, 0.00847, 0.00318, 0.00530, 0.00094, 0.00094, 0.00182, 0.00182, 0.00094, 0.00182, 0.00094, 0.00094, 0.00318, 0.00182, 0.00182, 0.00182, 0.00182, 0.00182, 0.00094, 0.00182, 0.00182, 0.00094, 0.00094, 0.00094, 0.00182, 0
31100117, 0.00000, 0.00000, 0.00217, 0.00189, 0.00309, 0.00217, 0.00309, 0.00189, 0.00309, 0.00189, 0.00189, 0.00309, 0.00217, 0.00000, 0.00189, 0.00189, 0.00189, 0.00189, 0.00309, 0.00189, 0.00189, 0.00189, 0.00309, 0.00189, 0.00189, 0.00189, 0.00217, 0.00309, 0.00217, 0.00189, 0.00309, 0.00309, 0.00189, 0.00309, 0.00309, 0.00189, 0.00309, 0.00309, 0.00217, 0.00189, 0.00189, 0.00309, 0.00189, 0.00189, 0.00217, 0.00217, 0.00309, 0.00189, 0.00000, 0.00189, 0
31100118, 0.00276, 0.00431, 0.00291, 0.00276, 0.00194, 0.00276, 0.00194, 0.00276, 0.00194, 0.00431, 0.00194, 0.01034, 0.00291, 0.00291, 0.00194, 0.00194, 0.00194, 0.00276, 0.00276, 0.00000, 0.00194, 0.00276, 0.00291, 0.00276, 0.00276, 0.00194, 0.00194, 0.00431, 0.01034, 0.00194, 0.00276, 0.00291, 0.00194, 0.00194, 0.00276, 0.00194, 0.00291, 0.00194, 0.00291, 0.00194, 0.00194, 0.00291, 0.00194, 0.00276, 0.01034, 0.00194, 0.00276, 0.00276, 0.00276, 0.00194, 0
31100119, 0.00152, 0.00911, 0.00418, 0.00152, 0.00418, 0.00248, 0.00418, 0.00152, 0.00248, 0.00418, 0.00000, 0.00248, 0.00248, 0.00418, 0.00152, 0.00152, 0.00000, 0.00418, 0.00000, 0.00418, 0.00152, 0.00911, 0.00248, 0.00418, 0.00418, 0.00152, 0.00418, 0.00911, 0.00248, 0.00248, 0.00248, 0.00418, 0.00152, 0.00152, 0.00248, 0.00152, 0.00911, 0.00152, 0.00152, 0.00152, 0.00152, 0.00152, 0.00152, 0.00248, 0.00000, 0.00000, 0.00418, 0.00248, 0.00152, 0.00152, 0
3110012, 0.00656, 0.00000, 0.00525, 0.00094, 0.00175, 0.00000, 0.00656, 0.00094, 0.00525, 0.00175, 0.00094, 0.00525, 0.00525, 0.00525, 0.00094, 0.00175, 0.00094, 0.00094, 0.00094, 0.00094, 0.00094, 0.00094, 0.00094, 0.00175, 0.00094, 0.00094, 0.00094, 0.00094, 0.01050, 0.00175, 0.00094, 0.00525, 0.00175, 0.00094, 0.00525, 0.01575, 0.00175, 0.00094, 0.00094, 0.00094, 0.00094, 0.00175, 0.00094, 0.00525, 0.01050, 0.00525, 0.00175, 0.00094, 0.00094, 0.00094, 0
31100120, 0.00185, 0.00000, 0.00103, 0.00103, 0.00103, 0.00338, 0.00185, 0.00185, 0.00103, 0.00338, 0.00677, 0.00103, 0.00103, 0.00677, 0.00103, 0.00103, 0.00423, 0.00677, 0.00103, 0.00423, 0.00103, 0.00103, 0.00338, 0.00000, 0.00185, 0.00103, 0.00185, 0.00423, 0.00423, 0.00185, 0.00423, 0.00677, 0.00103, 0.00185, 0.00423, 0.00185, 0.00338, 0.00423, 0.00185, 0.00103, 0.00103, 0.00677, 0.00103, 0.00185, 0.00338, 0.00677, 0.00423, 0.00103, 0.00185, 0.00103, 0
31100121, 0.00094, 0.00000, 0.00696, 0.00464, 0.00313, 0.00313, 0.00626, 0.00094, 0.00464, 0.00626, 0.00501, 0.00696, 0.00313, 0.00501, 0.00094, 0.00501, 0.00313, 0.00464, 0.00464, 0.00094, 0.00094, 0.00696, 0.00313, 0.00313, 0.00501, 0.00094, 0.00313, 0.00464, 0.00094, 0.00464, 0.00094, 0.00094, 0.00094, 0.00094, 0.00094, 0.00313, 0.00313, 0.00464, 0.00094, 0.00094, 0.00094, 0.00313, 0.00094, 0.00094, 0.00094, 0.00464, 0.00501, 0.00464, 0.00094, 0.00094, 0
31100122, 0.00193, 0.00000, 0.01449, 0.00193, 0.00522, 0.00522, 0.00386, 0.00193, 0.00181, 0.00193, 0.00386, 0.00193, 0.00181, 0.00181, 0.00181, 0.00522, 0.00193, 0.00181, 0.00386, 0.00193, 0.00181, 0.00193, 0.00193, 0.00193, 0.00522, 0.00181, 0.00181, 0.00181, 0.00522, 0.00181, 0.00193, 0.00181, 0.00181, 0.00181, 0.00181, 0.00181, 0.00000, 0.00181, 0.00193, 0.00181, 0.00181, 0.00181, 0.00181, 0.00193, 0.00193, 0.00181, 0.00193, 0.00181, 0.00181, 0.00181, 0
31100123, 0.00000, 0.00000, 0.00054, 0.00054, 0.01401, 0.00394, 0.00394, 0.00394, 0.00054, 0.00394, 0.00117, 0.00054, 0.00054, 0.00117, 0.00394, 0.00117, 0.00117, 0.00000, 0.00054, 0.00000, 0.00054, 0.00054, 0.00394, 0.01401, 0.00117, 0.00054, 0.00054, 0.00054, 0.00054, 0.00394, 0.00000, 0.00054, 0.00054, 0.00054, 0.00054, 0.00054, 0.00054, 0.00054, 0.00117, 0.00054, 0.00054, 0.00394, 0.00054, 0.00054, 0.00117, 0.00117, 0.00117, 0.00054, 0.00054, 0.00054, 0
31100124, 0.00258, 0.00332, 0.00332, 0.00089, 0.00296, 0.00332, 0.00089, 0.00089, 0.00258, 0.00089, 0.00089, 0.00089, 0.00426, 0.00426, 0.00089, 0.00000, 0.00089, 0.00258, 0.00089, 0.00296, 0.00089, 0.00258, 0.00426, 0.00258, 0.00258, 0.00089, 0.00426, 0.00258, 0.00258, 0.00258, 0.00332, 0.00089, 0.00089, 0.00089, 0.00089, 0.00089, 0.00426, 0.00296, 0.00332, 0.00089, 0.00089, 0.00089, 0.00089, 0.00332, 0.00332, 0.00258, 0.00332, 0.00089, 0.00258, 0.00089, 0
31100125, 0.00000, 0.00162, 0.00272, 0.01587, 0.00144, 0.00144, 0.00162, 0.01587, 0.00144, 0.00272, 0.00454, 0.00162, 0.00144, 0.00272, 0.00907, 0.00144, 0.00162, 0.00454, 0.00144, 0.00144, 0.00272, 0.00144, 0.00162, 0.00162, 0.00162, 0.00144, 0.01134, 0.00144, 0.00144, 0.00162, 0.02721, 0.00162, 0.00272, 0.00162, 0.00162, 0.00907, 0.00162, 0.00162, 0.00144, 0.00144, 0.00162, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0
31100126, 0.00382, 0.00679, 0.00382, 0.00382, 0.00155, 0.00218, 0.00218, 0.00000, 0.00000, 0.00155, 0.00218, 0.00679, 0.00679, 0.00382, 0.02036, 0.00155, 0.00218, 0.00382, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00218, 0.00155, 0.00155, 0.00218, 0.00155, 0.00218, 0.00000, 0.00218, 0.00218, 0.00382, 0.00218, 0.00218, 0.00155, 0.00155, 0.00155, 0.00155, 0.00218, 0.00155, 0.00218, 0.00155, 0.00155, 0.00218, 0.00155, 0
31100127, 0.00192, 0.00317, 0.00000, 0.00617, 0.00261, 0.00261, 0.00317, 0.00192, 0.00658, 0.00192, 0.00317, 0.00261, 0.00317, 0.00317, 0.01481, 0.00192, 0.00261, 0.00261, 0.00192, 0.00192, 0.00658, 0.01728, 0.00317, 0.00192, 0.00192, 0.00261, 0.00261, 0.00192, 0.00192, 0.00261, 0.00317, 0.00192, 0.00192, 0.00261, 0.00261, 0.00658, 0.00617, 0.00192, 0.00192, 0.00261, 0.00261, 0.00192, 0.00261, 0.00192, 0.00261, 0.00192, 0.00261, 0.00192, 0.00261, 0.00261, 0
31100128, 0.00409, 0.00182, 0.00409, 0.00182, 0.00182, 0.00409, 0.01022, 0.00460, 0.00182, 0.00460, 0.00460, 0.00000, 0.00000, 0.00460, 0.00460, 0.00460, 0.00182, 0.00182, 0.00182, 0.00182, 0.01022, 0.00307, 0.00460, 0.00182, 0.00182, 0.00307, 0.00409, 0.00307, 0.00307, 0.01022, 0.00307, 0.00182, 0.00307, 0.00182, 0.00409, 0.00182, 0.00182, 0.00409, 0.00182, 0.00307, 0.00307, 0.00307, 0.00307, 0.00182, 0.00307, 0.00182, 0.00460, 0.00182, 0.00000, 0.00307, 0
31100129, 0.00209, 0.00145, 0.00272, 0.00209, 0.00113, 0.00472, 0.00000, 0.00209, 0.00145, 0.00472, 0.00209, 0.00209, 0.00209, 0.00272, 0.00272, 0.00113, 0.00209, 0.00113, 0.00113, 0.00145, 0.00272, 0.00209, 0.00145, 0.00472, 0.00113, 0.00113, 0.00113, 0.00472, 0.00209, 0.00472, 0.03630, 0.00209, 0.00472, 0.00113, 0.00472, 0.00145, 0.00209, 0.00113, 0.00113, 0.00113, 0.00113, 0.00113, 0.00113, 0.00472, 0.00209, 0.00472, 0.00472, 0.00113, 0.00209, 0.00113, 0
3110013, 0.00122, 0.00122, 0.00000, 0.00531, 0.00221, 0.00637, 0.00122, 0.00531, 0.00221, 0.00637, 0.00531, 0.00637, 0.00221, 0.00637, 0.00221, 0.00122, 0.00221, 0.00221, 0.00637, 0.00122, 0.00122, 0.00122, 0.00122, 0.00531, 0.00221, 0.00122, 0.00122, 0.00122, 0.00122, 0.00221, 0.00221, 0.00122, 0.00000, 0.00122, 0.00122, 0.00122, 0.00122, 0.00221, 0.00122, 0.00122, 0.00122, 0.00221, 0.00122, 0.00122, 0.00122, 0.00221, 0.00122, 0.00122, 0.00000, 0.00122, 0
31100130, 0.00145, 0.00202, 0.04858, 0.00145, 0.00486, 0.00145, 0.00145, 0.00202, 0.00202, 0.00145, 0.00486, 0.00675, 0.00486, 0.00145, 0.00486, 0.00145, 0.00000, 0.00486, 0.00486, 0.00145, 0.00000, 0.00675, 0.00145, 0.00145, 0.00145, 0.00145, 0.00145, 0.00486, 0.00145, 0.00145, 0.00145, 0.00486, 0.00145, 0.00675, 0.00486, 0.00202, 0.00486, 0.00145, 0.00202, 0.00145, 0.00145, 0.00145, 0.00145, 0.00145, 0.00145, 0.00145, 0.00202, 0.00145, 0.00145, 0.00145, 0
31100131, 0.00296, 0.00296, 0.00988, 0.00988, 0.00137, 0.00296, 0.00296, 0.00833, 0.01111, 0.01111, 0.00988, 0.01852, 0.00137, 0.00296, 0.00000, 0.00137, 0.00833, 0.00137, 0.01852, 0.00137, 0.00000, 0.00296, 0.00137, 0.00137, 0.00296, 0.00137, 0.00137, 0.00137, 0.00833, 0.00137, 0.00296, 0.00137, 0.00137, 0.00296, 0.00137, 0.00137, 0.00137, 0.00296, 0.00137, 0.00137, 0.00137, 0.00137, 0.00137, 0.00137, 0.00137, 0.00137, 0.00833, 0.00137, 0.00137, 0.00137, 0
31100132, 0.00615, 0.00615, 0.00000, 0.00000, 0.00115, 0.00615, 0.00615, 0.00115, 0.00615, 0.00410, 0.00410, 0.00115, 0.00410, 0.00115, 0.00000, 0.00115, 0.00615, 0.00410, 0.00615, 0.00615, 0.00410, 0.00410, 0.00115, 0.00615, 0.00115, 0.00115, 0.00115, 0.00615, 0.00115, 0.00410, 0.00000, 0.00115, 0.00115, 0.00615, 0.00410, 0.00410, 0.00615, 0.00615, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0.00115, 0
