@relation freqclass
@ATTRIBUTE id INTEGER
@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE a21 REAL
@ATTRIBUTE a22 REAL
@ATTRIBUTE a23 REAL
@ATTRIBUTE a24 REAL
@ATTRIBUTE a25 REAL
@ATTRIBUTE a26 REAL
@ATTRIBUTE a27 REAL
@ATTRIBUTE a28 REAL
@ATTRIBUTE a29 REAL
@ATTRIBUTE a30 REAL
@ATTRIBUTE a31 REAL
@ATTRIBUTE a32 REAL
@ATTRIBUTE a33 REAL
@ATTRIBUTE a34 REAL
@ATTRIBUTE a35 REAL
@ATTRIBUTE a36 REAL
@ATTRIBUTE a37 REAL
@ATTRIBUTE a38 REAL
@ATTRIBUTE a39 REAL
@ATTRIBUTE a40 REAL
@ATTRIBUTE a41 REAL
@ATTRIBUTE a42 REAL
@ATTRIBUTE a43 REAL
@ATTRIBUTE a44 REAL
@ATTRIBUTE a45 REAL
@ATTRIBUTE a46 REAL
@ATTRIBUTE a47 REAL
@ATTRIBUTE a48 REAL
@ATTRIBUTE a49 REAL
@ATTRIBUTE a50 REAL
@ATTRIBUTE r {0,1}
@DATA
31100108, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0.00248, 0
31100109, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0.00201, 0
3110011, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0
31100110, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0.00157, 0
31100111, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0.00197, 0
31100112, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0.00142, 0
31100113, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0.00155, 0
31100114, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0.00159, 0
31100115, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0.00214, 0
31100116, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0
31100117, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0.00136, 0
31100118, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0.00223, 0
31100119, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0.00231, 0
3110012, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0.00156, 0
31100120, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0.00190, 0
31100121, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0.00202, 0
31100122, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0
31100123, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0.00179, 0
31100124, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0.00183, 0
31100125, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0.00161, 0
31100126, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0.00146, 0
31100127, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0.00148, 0
31100128, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0.00225, 0
31100129, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0.00144, 0
3110013, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0.00100, 0
31100130, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0.00185, 0
31100131, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0.00216, 0
31100132, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0.00207, 0
31100133, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0.00167, 0
